Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location
19334 Lenore,22123447.,Homrich,$16800.00,06/30/2015,No,1,42.432063,-83.280671,"19334 Lenore
(42.432063, -83.280671)"
19404 Woodbine,22122890.002,Homrich,$18200.00,06/30/2015,No,1,42.433164,-83.278576,"19404 Woodbine
(42.433164, -83.278576)"
19916 Winston,22123980.001,Homrich,$10200.00,06/30/2015,No,1,42.436437,-83.283509,"19916 Winston
(42.436437, -83.283509)"
638 Marston,03002011.,Able Demolition,$16367.05,06/23/2015,No,5,42.377734,-83.067926,"638 Marston
(42.377734, -83.067926)"
329 Hague,01002687.,Able Demolition,$18382.00,07/01/2015,No,5,42.380674,-83.074728,"329 Hague
(42.380674, -83.074728)"
499 W State Fair,01007883.,Homrich,$17900.00,06/08/2015,No,2,42.4392,-83.109391,"499 W State
(42.4392, -83.109391)"
481 W State Fair,01007880.,Homrich,$15300.00,06/04/2015,No,2,42.439205,-83.109058,"481 W State
(42.439205, -83.109058)"
524 W Savannah,01005608.,Homrich,$22100.00,06/04/2015,No,2,42.425488,-83.109446,"524 W Savannah
(42.425488, -83.109446)"
541 E State Fair,09008056.,Homrich,$22100.00,06/04/2015,No,3,42.439872,-83.09845,"541 E State
(42.439872, -83.09845)"
2812 Leland,11001547.,Homrich,$20840.00,10/15/2015,No,5,42.35917,-83.03355,"2812 Leland
(42.35917, -83.03355)"
3729 Joseph Campau,11002770-1,Homrich,$20100.00,07/13/2015,No,5,42.358673,-83.032762,"3729 Joseph
(42.358673, -83.032762)"
3628 Grandy,11001488-9,Homrich,$14100.00,07/10/2015,No,5,42.35769,-83.032796,"3628 Grandy
(42.35769, -83.032796)"
1943 Dearing,09006181.,Able Demolition,$20856.50,06/22/2015,No,3,42.408783,-83.075909,"1943 Dearing
(42.408783, -83.075909)"
1936 Dearing,09006175.,Able Demolition,$12008.90,06/22/2015,No,3,42.408373,-83.075771,"1936 Dearing
(42.408373, -83.075771)"
1967 Dearing,09006185.,Able Demolition,$20129.30,06/22/2015,No,3,42.408931,-83.075512,"1967 Dearing
(42.408931, -83.075512)"
1945 Lawley,09006049.,Able Demolition,$11864.98,06/29/2015,No,3,42.408135,-83.075469,"1945 Lawley
(42.408135, -83.075469)"
1985 Dearing,09006188.,Able Demolition,$14145.05,06/23/2015,No,3,42.409042,-83.075214,"1985 Dearing
(42.409042, -83.075214)"
2044 Dearing,09006157.,Able Demolition,$21538.25,06/25/2015,No,3,42.40904,-83.073986,"2044 Dearing
(42.40904, -83.073986)"
2086 Dearing,09006150.,Able Demolition,$11660.45,06/25/2015,No,3,42.409299,-83.073291,"2086 Dearing
(42.409299, -83.073291)"
2127 Dearing,09006212.,Able Demolition,$17811.35,06/25/2015,No,3,42.409931,-83.072834,"2127 Dearing
(42.409931, -83.072834)"
13466 Lumpkin,09015004.,Able Demolition,$15049.00,06/28/2015,No,3,42.411582,-83.075223,"13466 Lumpkin
(42.411582, -83.075223)"
13466 Maine,09012368.,Able Demolition,$12210.90,08/04/2015,No,3,42.413209,-83.070825,"13466 Maine
(42.413209, -83.070825)"
19323 Harned,13024201.,DMC Consultants,$11626.00,08/20/2015,No,3,42.435879,-83.073971,"19323 Harned
(42.435879, -83.073971)"
20153 Goddard,13024647-8,DMC Consultants,$9750.00,08/20/2015,No,3,42.443365,-83.077977,"20153 Goddard
(42.443365, -83.077977)"
20173 Charest,13023625.,DMC Consultants,$10545.00,08/18/2015,No,3,42.443705,-83.07215,"20173 Charest
(42.443705, -83.07215)"
20131 Charest,13023631.,DMC Consultants,$10500.00,08/18/2015,No,3,42.443129,-83.072116,"20131 Charest
(42.443129, -83.072116)"
2144 Dearing,09006140.,"Adamo Group, Inc.",$21230.00,07/17/2015,No,3,42.409669,-83.072301,"2144 Dearing
(42.409669, -83.072301)"
110 Englewood,01003543.,Able Demolition,$16468.05,06/24/2015,No,5,42.392371,-83.085714,"110 Englewood
(42.392371, -83.085714)"
20263 Gallagher,13023291.,DMC Consultants,$10813.75,08/19/2015,No,3,42.44492,-83.071225,"20263 Gallagher
(42.44492, -83.071225)"
20221 Gallagher,13023296.,DMC Consultants,$11368.00,08/19/2015,No,3,42.444385,-83.071191,"20221 Gallagher
(42.444385, -83.071191)"
20265 Revere,13022588.,DMC Consultants,$9448.75,08/27/2015,No,3,42.444977,-83.069211,"20265 Revere
(42.444977, -83.069211)"
20244 Revere,13022555.,DMC Consultants,$13534.00,08/27/2015,No,3,42.444749,-83.068613,"20244 Revere
(42.444749, -83.068613)"
20236 Revere,13022554.,DMC Consultants,$12390.00,09/14/2015,No,3,42.444639,-83.068607,"20236 Revere
(42.444639, -83.068607)"
20230 Revere,13022553.,DMC Consultants,$11020.00,08/27/2015,No,3,42.444529,-83.0686,"20230 Revere
(42.444529, -83.0686)"
20207 Norwood,13022251.,DMC Consultants,$10699.51,08/21/2015,No,3,42.444202,-83.068137,"20207 Norwood
(42.444202, -83.068137)"
20418 Norwood,13022216.,DMC Consultants,$10140.25,08/21/2015,No,3,42.445472,-83.067594,"20418 Norwood
(42.445472, -83.067594)"
20180 Norwood,13022203.,DMC Consultants,$9414.00,08/21/2015,No,3,42.443851,-83.0675,"20180 Norwood
(42.443851, -83.0675)"
20220 Wexford,13021623.,DMC Consultants,$10810.00,08/07/2015,No,3,42.444452,-83.065506,"20220 Wexford
(42.444452, -83.065506)"
20222 Binder,13021256.,DMC Consultants,$9590.00,08/10/2015,No,3,42.444465,-83.064532,"20222 Binder
(42.444465, -83.064532)"
19972 Binder,13021229.,DMC Consultants,$9682.00,08/10/2015,No,3,42.441605,-83.064364,"19972 Binder
(42.441605, -83.064364)"
19405 Wexford,13021709.,DMC Consultants,$10330.50,08/07/2015,No,3,42.437141,-83.065632,"19405 Wexford
(42.437141, -83.065632)"
19395 Wexford,13021710.,DMC Consultants,$9663.00,08/07/2015,No,3,42.437031,-83.065625,"19395 Wexford
(42.437031, -83.065625)"
19373 Wexford,13021713.,DMC Consultants,$14110.00,08/07/2015,No,3,42.436716,-83.065606,"19373 Wexford
(42.436716, -83.065606)"
19223 Wexford,13021731.,DMC Consultants,$10496.00,08/07/2015,No,3,42.43483,-83.065488,"19223 Wexford
(42.43483, -83.065488)"
19398 Wexford,13021562.,DMC Consultants,$9582.00,08/07/2015,No,3,42.437097,-83.065074,"19398 Wexford
(42.437097, -83.065074)"
19390 Wexford,13021561.,DMC Consultants,$9640.00,08/07/2015,No,3,42.436974,-83.065067,"19390 Wexford
(42.436974, -83.065067)"
19304 Wexford,13021548.,DMC Consultants,$9450.00,08/07/2015,No,3,42.435781,-83.064994,"19304 Wexford
(42.435781, -83.064994)"
19657 Binder,13021341-2,DMC Consultants,$8736.00,08/10/2015,No,3,42.438869,-83.064752,"19657 Binder
(42.438869, -83.064752)"
19345 Binder,13021363.,DMC Consultants,$9230.51,08/10/2015,No,3,42.436362,-83.06459,"19345 Binder
(42.436362, -83.06459)"
6144 Linwood,10007412.,Farrow Group,$13215.00,08/25/2015,No,5,42.358074,-83.097485,"6144 Linwood
(42.358074, -83.097485)"
5758 Linwood,10007388.,Farrow Group,$14060.25,08/24/2015,No,5,42.354967,-83.095115,"5758 Linwood
(42.354967, -83.095115)"
13516 Mitchell,09010841.,Homrich,$18900.00,01/29/2016,No,3,42.414963,-83.068166,"13516 Mitchell
(42.414963, -83.068166)"
13494 Mitchell,09010837.,Homrich,$9700.00,12/30/2015,No,3,42.414669,-83.067967,"13494 Mitchell
(42.414669, -83.067967)"
13495 Charest,09010259.,Homrich,$11200.00,12/30/2015,No,3,42.415126,-83.066715,"13495 Charest
(42.415126, -83.066715)"
13854 Moran,09008991.,Homrich,$11000.00,12/30/2015,No,3,42.41832,-83.064201,"13854 Moran
(42.41832, -83.064201)"
13429 Moran,09009121.,Homrich,$16400.00,01/29/2016,No,3,42.415518,-83.062919,"13429 Moran
(42.415518, -83.062919)"
1983 E Grand Blvd,11001962.,Homrich,$13700.00,07/06/2015,No,5,42.374369,-83.040936,"1983 E Grand Blvd
(42.374369, -83.040936)"
5519 Mt Elliott,13009760.,Homrich,$13900.00,07/06/2015,No,5,42.374823,-83.030852,"5519 Mt
(42.374823, -83.030852)"
5205 Mt Elliott,13009792.,Homrich,$18900.00,07/15/2015,No,5,42.371934,-83.028951,"5205 Mt
(42.371934, -83.028951)"
4179 Mitchell,11003575.,Homrich,$20900.00,07/09/2015,No,5,42.361608,-83.033515,"4179 Mitchell
(42.361608, -83.033515)"
3169 E Forest,13002513.,Homrich,$17500.00,07/10/2015,No,5,42.366072,-83.033287,"3169 E Forest
(42.366072, -83.033287)"
3387 Aaron St,13002560.,Homrich,$13500.00,07/08/2015,No,5,42.367007,-83.031574,"3387 Aaron St
(42.367007, -83.031574)"
4112 Mcdougall,13010841.,Homrich,$20900.00,07/09/2015,No,5,42.361403,-83.031466,"4112 Mcdougall
(42.361403, -83.031466)"
3303 E Canfield,13002339.,Homrich,$16900.00,07/08/2015,No,5,42.364133,-83.031441,"3303 E Canfield
(42.364133, -83.031441)"
3148 E Willis,13002191.002L,Homrich,$14800.00,07/10/2015,No,5,42.362483,-83.031413,"3148 E Willis
(42.362483, -83.031413)"
4824 Moran,13010198.,Homrich,$13500.00,07/07/2015,No,5,42.368421,-83.031144,"4824 Moran
(42.368421, -83.031144)"
3320 E Canfield,13002316.,Homrich,$15900.00,07/08/2015,No,5,42.363849,-83.030887,"3320 E Canfield
(42.363849, -83.030887)"
3625 E Hancock,13002665.,Homrich,$21600.00,07/20/2015,No,5,42.368956,-83.0292,"3625 E Hancock
(42.368956, -83.0292)"
3364 Superior,13002083.,Homrich,$18500.00,07/08/2015,No,5,42.362518,-83.029136,"3364 Superior
(42.362518, -83.029136)"
4731 Heck,13009987.,Homrich,$12300.00,07/07/2015,No,5,42.368312,-83.028024,"4731 Heck
(42.368312, -83.028024)"
3545 Fremont,13002269.,Homrich,$15800.00,07/13/2015,No,5,42.364683,-83.027899,"3545 Fremont
(42.364683, -83.027899)"
3629 Mitchell,11003596.,Homrich,$16600.00,07/13/2015,No,5,42.358253,-83.031275,"3629 Mitchell
(42.358253, -83.031275)"
3540 Joseph Campau,11002340.,Homrich,$14800.00,07/14/2015,No,5,42.356925,-83.030912,"3540 Joseph
(42.356925, -83.030912)"
3826 Mcdougall,13010828.,Homrich,$20800.00,07/09/2015,No,5,42.360136,-83.030613,"3826 Mcdougall
(42.360136, -83.030613)"
3129 Illinois,13001920.,Homrich,$15300.00,07/10/2015,No,5,42.360018,-83.03018,"3129 Illinois
(42.360018, -83.03018)"
3153 St Joseph,13001884.,Homrich,$21800.00,07/10/2015,No,5,42.359511,-83.029305,"3153 St
(42.359511, -83.029305)"
20283 Bloom,13015355.,DMC Consultants,$9435.00,08/14/2015,No,3,42.445554,-83.049943,"20283 Bloom
(42.445554, -83.049943)"
20111 Bloom,13015368.,DMC Consultants,$12380.00,08/11/2015,No,3,42.444094,-83.0499,"20111 Bloom
(42.444094, -83.0499)"
20091 Bloom,13015371.,DMC Consultants,$12306.00,08/11/2015,No,3,42.443802,-83.049886,"20091 Bloom
(42.443802, -83.049886)"
19971 Bloom,13015384-5,DMC Consultants,$11560.00,08/14/2015,No,3,42.442369,-83.04981,"19971 Bloom
(42.442369, -83.04981)"
20562 Bloom,13015333.,DMC Consultants,$8526.00,08/14/2015,No,3,42.447076,-83.049427,"20562 Bloom
(42.447076, -83.049427)"
20534 Bloom,13015329.,DMC Consultants,$18903.00,08/14/2015,No,3,42.446685,-83.04941,"20534 Bloom
(42.446685, -83.04941)"
18481 Dean,13020329.,DMC Consultants,$11708.00,08/19/2015,No,3,42.428904,-83.06211,"18481 Dean
(42.428904, -83.06211)"
18454 Dean,13019998.,DMC Consultants,$9313.75,08/19/2015,No,3,42.428588,-83.061472,"18454 Dean
(42.428588, -83.061472)"
18111 Sunset,13019833.,DMC Consultants,$14808.75,08/28/2015,No,3,42.427611,-83.060954,"18111 Sunset
(42.427611, -83.060954)"
18490 Justine,13018756.,DMC Consultants,$9870.00,08/20/2015,No,3,42.429113,-83.058245,"18490 Justine
(42.429113, -83.058245)"
19373 Shields,13019300.,DMC Consultants,$12015.25,08/28/2015,No,3,42.436833,-83.060297,"19373 Shields
(42.436833, -83.060297)"
19231 Shields,13019319.,DMC Consultants,$9679.51,08/28/2015,No,3,42.435094,-83.060192,"19231 Shields
(42.435094, -83.060192)"
19145 Shields,13019333.,DMC Consultants,$12352.51,08/28/2015,No,3,42.433888,-83.060117,"19145 Shields
(42.433888, -83.060117)"
19356 Shields,13019224.,DMC Consultants,$15040.25,08/28/2015,No,3,42.436582,-83.059693,"19356 Shields
(42.436582, -83.059693)"
19460 Justine,13018840.,DMC Consultants,$12847.00,08/20/2015,No,3,42.438002,-83.058739,"19460 Justine
(42.438002, -83.058739)"
20111 Sunset,13019686.,DMC Consultants,$11729.51,08/28/2015,No,3,42.443868,-83.061853,"20111 Sunset
(42.443868, -83.061853)"
20271 Moenart,13015856.,DMC Consultants,$9120.00,08/21/2015,No,3,42.445381,-83.05098,"20271 Moenart
(42.445381, -83.05098)"
20241 Moenart,13015860-1,DMC Consultants,$10649.25,08/21/2015,No,3,42.444897,-83.050961,"20241 Moenart
(42.444897, -83.050961)"
20286 Moenart,13015825.,DMC Consultants,$11539.50,08/21/2015,No,3,42.445622,-83.050394,"20286 Moenart
(42.445622, -83.050394)"
20315 Bloom,13015351.,DMC Consultants,$9120.00,08/11/2015,No,3,42.445991,-83.04996,"20315 Bloom
(42.445991, -83.04996)"
20305 Bloom,13015352.,DMC Consultants,$10520.00,08/11/2015,No,3,42.445883,-83.049956,"20305 Bloom
(42.445883, -83.049956)"
20297 Bloom,13015353.,DMC Consultants,$10023.75,08/11/2015,No,3,42.445773,-83.049951,"20297 Bloom
(42.445773, -83.049951)"
20314 Bloom,13015323-4,DMC Consultants,$10578.00,08/14/2015,No,3,42.44598,-83.049381,"20314 Bloom
(42.44598, -83.049381)"
20292 Bloom,13015321.,DMC Consultants,$9152.25,08/14/2015,No,3,42.445736,-83.049372,"20292 Bloom
(42.445736, -83.049372)"
20270 Bloom,13015318.,DMC Consultants,$10451.00,08/11/2015,No,3,42.445407,-83.049362,"20270 Bloom
(42.445407, -83.049362)"
20232 Bloom,13015313.,DMC Consultants,$12229.50,08/11/2015,No,3,42.444887,-83.049342,"20232 Bloom
(42.444887, -83.049342)"
20096 Bloom,13015305.,DMC Consultants,$11146.00,08/11/2015,No,3,42.443915,-83.049294,"20096 Bloom
(42.443915, -83.049294)"
6135 Comstock,13005233.,Homrich,$11800.00,07/01/2015,No,3,42.398439,-83.038773,"6135 Comstock
(42.398439, -83.038773)"
6140 Comstock,13005187.,Homrich,$18800.00,07/01/2015,No,3,42.398036,-83.038753,"6140 Comstock
(42.398036, -83.038753)"
6252 Edwin,13005324.,Homrich,$15800.00,07/06/2015,No,3,42.400235,-83.038747,"6252 Edwin
(42.400235, -83.038747)"
6146 Comstock,13005186.,Homrich,$12400.00,07/01/2015,No,3,42.398038,-83.038642,"6146 Comstock
(42.398038, -83.038642)"
6152 Comstock,13005185.,Homrich,$12400.00,07/01/2015,No,3,42.39804,-83.038531,"6152 Comstock
(42.39804, -83.038531)"
6220 Norwalk,13005287.,Homrich,$11900.00,07/02/2015,No,3,42.399505,-83.038497,"6220 Norwalk
(42.399505, -83.038497)"
6267 Edwin,13005343.,Homrich,$15400.00,07/06/2015,No,3,42.400644,-83.038444,"6267 Edwin
(42.400644, -83.038444)"
6227 Doremus,13005283.,Homrich,$12000.00,07/02/2015,No,3,42.399183,-83.038374,"6227 Doremus
(42.399183, -83.038374)"
6164 Comstock,13005183.,Homrich,$12200.00,07/01/2015,No,3,42.398045,-83.038309,"6164 Comstock
(42.398045, -83.038309)"
6233 Doremus,13005284.,Homrich,$14500.00,07/02/2015,No,3,42.399185,-83.038263,"6233 Doremus
(42.399185, -83.038263)"
6170 Comstock,13005182.,Homrich,$21700.00,10/14/2015,No,3,42.398047,-83.038198,"6170 Comstock
(42.398047, -83.038198)"
9501 Mt Elliott,13009592.,Homrich,$13100.00,07/02/2015,No,3,42.399102,-83.037953,"9501 Mt
(42.399102, -83.037953)"
5926 Charles,13006802-8,DMC Consultants,$10336.00,08/18/2015,No,3,42.411666,-83.042126,"5926 Charles
(42.411666, -83.042126)"
5944 Charles,13006801.,Homrich,$22800.00,12/08/2015,No,3,42.411673,-83.041941,"5944 Charles
(42.411673, -83.041941)"
18049 Gable,13012647.,Homrich,$11400.00,01/29/2016,No,3,42.427088,-83.042751,"18049 Gable
(42.427088, -83.042751)"
19920 Bloom,13015280-1,DMC Consultants,$12139.00,08/10/2015,No,3,42.441339,-83.049152,"19920 Bloom
(42.441339, -83.049152)"
20566 Buffalo,13014830.,Homrich,$12900.00,11/30/2015,No,3,42.447149,-83.048334,"20566 Buffalo
(42.447149, -83.048334)"
20538 Buffalo,13014827.,Homrich,$18400.00,11/30/2015,No,3,42.446788,-83.048326,"20538 Buffalo
(42.446788, -83.048326)"
20522 Buffalo,13014825.,Homrich,$12400.00,11/30/2015,No,3,42.44655,-83.048321,"20522 Buffalo
(42.44655, -83.048321)"
20512 Buffalo,13014824.,Homrich,$20500.00,12/01/2015,No,3,42.44643,-83.048318,"20512 Buffalo
(42.44643, -83.048318)"
20569 Caldwell,13014374.,Homrich,$14700.00,12/18/2015,No,3,42.447198,-83.047884,"20569 Caldwell
(42.447198, -83.047884)"
20561 Caldwell,13014375.,Homrich,$16400.00,12/18/2015,No,3,42.447102,-83.04788,"20561 Caldwell
(42.447102, -83.04788)"
20555 Caldwell,13014376.,Homrich,$12300.00,11/25/2015,No,3,42.447006,-83.047876,"20555 Caldwell
(42.447006, -83.047876)"
20301 Caldwell,13014387.,Homrich,$15700.00,01/27/2016,No,3,42.445835,-83.047829,"20301 Caldwell
(42.445835, -83.047829)"
20227 Caldwell,13014397.,Homrich,$12400.00,12/01/2015,No,3,42.444826,-83.047788,"20227 Caldwell
(42.444826, -83.047788)"
20203 Caldwell,13014400.,Homrich,$10400.00,12/01/2015,No,3,42.444504,-83.047775,"20203 Caldwell
(42.444504, -83.047775)"
20541 Syracuse,13013773.,Homrich,$20800.00,12/01/2015,No,3,42.446845,-83.046769,"20541 Syracuse
(42.446845, -83.046769)"
20251 Albany St,13013444.,Homrich,$12300.00,12/03/2015,No,3,42.445207,-83.045641,"20251 Albany St
(42.445207, -83.045641)"
20272 Albany St,13013403.,Homrich,$12800.00,12/03/2015,No,3,42.445512,-83.045034,"20272 Albany St
(42.445512, -83.045034)"
20258 Albany St,13013401.,Homrich,$8700.00,12/03/2015,No,3,42.44532,-83.04503,"20258 Albany St
(42.44532, -83.04503)"
18493 Mound,13013186.,Homrich,$11200.00,12/03/2015,No,3,42.429212,-83.04396,"18493 Mound
(42.429212, -83.04396)"
18487 Mound,13013187.,Homrich,$20800.00,12/03/2015,No,3,42.429116,-83.043956,"18487 Mound
(42.429116, -83.043956)"
18481 Mound,13013188.,Homrich,$12200.00,12/03/2015,No,3,42.42902,-83.04395,"18481 Mound
(42.42902, -83.04395)"
18421 Mound,13013196.,Homrich,$8700.00,12/04/2015,No,3,42.428273,-83.043911,"18421 Mound
(42.428273, -83.043911)"
18117 Mound,13013198.,Homrich,$10500.00,12/04/2015,No,3,42.427968,-83.043909,"18117 Mound
(42.427968, -83.043909)"
1128 Concord,15010673.,Homrich,$11200.00,07/22/2015,No,5,42.350847,-83.007935,"1128 Concord
(42.350847, -83.007935)"
3738 Concord,15010822.,Able Demolition,$18630.00,02/08/2016,No,5,42.364969,-83.017199,"3738 Concord
(42.364969, -83.017199)"
3723 Canton,15010428.,Homrich,$20500.00,07/17/2015,No,5,42.365042,-83.016745,"3723 Canton
(42.365042, -83.016745)"
3684 Canton,15010055.,Homrich,$21400.00,07/17/2015,No,5,42.364553,-83.016428,"3684 Canton
(42.364553, -83.016428)"
3683 Canton,15010434.,Able Demolition,$17130.00,02/09/2016,No,5,42.3648,-83.01593,"3683 Canton
(42.3648, -83.01593)"
3664 Helen,15008821.,Able Demolition,$15130.00,02/04/2016,No,5,42.364908,-83.014689,"3664 Helen
(42.364908, -83.014689)"
3658 Helen,15008820.,Able Demolition,$15130.00,02/04/2016,No,5,42.364822,-83.014633,"3658 Helen
(42.364822, -83.014633)"
4650 Mt Elliott,15014070.,Homrich,$16400.00,09/01/2015,No,5,42.368144,-83.025744,"4650 Mt
(42.368144, -83.025744)"
4640 Mt Elliott,15014068.,Homrich,$17800.00,10/15/2015,No,5,42.367996,-83.025644,"4640 Mt
(42.367996, -83.025644)"
4643 Meldrum,15013666.,Homrich,$15000.00,07/07/2015,No,5,42.368262,-83.025132,"4643 Meldrum
(42.368262, -83.025132)"
4430 Mt Elliott,15014055.,Homrich,$16800.00,07/22/2015,No,5,42.366868,-83.024906,"4430 Mt
(42.366868, -83.024906)"
4619 Meldrum,15013670.,Homrich,$16200.00,07/14/2015,No,5,42.368013,-83.024803,"4619 Meldrum
(42.368013, -83.024803)"
4833 Concord,15011596.,Homrich,$14100.00,07/09/2015,No,5,42.371893,-83.022527,"4833 Concord
(42.371893, -83.022527)"
4821 Concord,15011599.,Homrich,$14200.00,07/09/2015,No,5,42.371731,-83.02246,"4821 Concord
(42.371731, -83.02246)"
4755 Concord,15011608.,Homrich,$15900.00,07/09/2015,No,5,42.370928,-83.021925,"4755 Concord
(42.370928, -83.021925)"
4821 Canton,15010361.,Homrich,$12800.00,07/07/2015,No,5,42.371906,-83.021307,"4821 Canton
(42.371906, -83.021307)"
4757 Canton,15010368.,Homrich,$15500.00,07/07/2015,No,5,42.371377,-83.020955,"4757 Canton
(42.371377, -83.020955)"
4867 Helen,15009677.,Homrich,$15600.00,07/13/2015,No,5,42.372818,-83.020729,"4867 Helen
(42.372818, -83.020729)"
4412 Concord,15010861.,Homrich,$21500.00,07/13/2015,No,5,42.368532,-83.019573,"4412 Concord
(42.368532, -83.019573)"
3976 Concord,15010841.,Homrich,$21600.00,07/16/2015,No,5,42.366578,-83.018278,"3976 Concord
(42.366578, -83.018278)"
3968 Concord,15010840.,Able Demolition,$16544.00,02/08/2016,No,5,42.366504,-83.018229,"3968 Concord
(42.366504, -83.018229)"
4156 Canton,15010082.,Homrich,$21900.00,07/20/2015,No,5,42.368025,-83.018053,"4156 Canton
(42.368025, -83.018053)"
4110 Canton,15010075.,Homrich,$22000.00,07/17/2015,No,5,42.367486,-83.017694,"4110 Canton
(42.367486, -83.017694)"
4159 Helen,15009713.,Homrich,$16800.00,07/07/2015,No,5,42.368198,-83.017668,"4159 Helen
(42.368198, -83.017668)"
3984 Canton,15010072.,Able Demolition,$16104.45,02/11/2015,No,5,42.367067,-83.017416,"3984 Canton
(42.367067, -83.017416)"
3974 Canton,15010070.,Homrich,$14500.00,07/16/2015,No,5,42.366919,-83.017318,"3974 Canton
(42.366919, -83.017318)"
3995 Helen,15009720.,Able Demolition,$16450.00,02/03/2016,No,5,42.367284,-83.01706,"3995 Helen
(42.367284, -83.01706)"
3908 Canton,15010059.,Homrich,$16100.00,07/17/2015,No,5,42.366106,-83.016778,"3908 Canton
(42.366106, -83.016778)"
3957 Helen,15009725.,Homrich,$20100.00,07/20/2015,No,5,42.366846,-83.016768,"3957 Helen
(42.366846, -83.016768)"
3951 Helen,15009726.,Homrich,$20700.00,07/16/2015,No,5,42.366772,-83.016719,"3951 Helen
(42.366772, -83.016719)"
907 E Grand Blvd,15007989.,Able Demolition,$14120.00,02/08/2016,No,5,42.36722,-83.015542,"907 E Grand Blvd
(42.36722, -83.015542)"
5992 Domine,13004918.,Homrich,$11700.00,07/01/2015,No,5,42.394986,-83.040576,"5992 Domine
(42.394986, -83.040576)"
4109 Georgia,13004797.,Homrich,$12200.00,07/01/2015,No,5,42.393317,-83.040446,"4109 Georgia
(42.393317, -83.040446)"
6104 Hedge,13005059.,Homrich,$14700.00,07/01/2015,No,5,42.396488,-83.040096,"6104 Hedge
(42.396488, -83.040096)"
6112 Hedge,13005058.,Homrich,$15000.00,07/01/2015,No,5,42.396491,-83.039948,"6112 Hedge
(42.396491, -83.039948)"
6142 Hedge,13005053.,Homrich,$10100.00,07/01/2015,No,5,42.396501,-83.039347,"6142 Hedge
(42.396501, -83.039347)"
6155 Hedge,13005104.,Homrich,$17800.00,07/02/2015,No,5,42.396915,-83.039168,"6155 Hedge
(42.396915, -83.039168)"
6162 Huber,13005122.,Homrich,$10700.00,07/01/2015,No,5,42.397245,-83.03907,"6162 Huber
(42.397245, -83.03907)"
6160 Hedge,13005050.,Homrich,$12700.00,07/02/2015,No,5,42.396505,-83.039042,"6160 Hedge
(42.396505, -83.039042)"
6202 Huber,13005115.,Homrich,$16900.00,07/01/2015,No,5,42.397258,-83.038293,"6202 Huber
(42.397258, -83.038293)"
6209 Domine,13004969.,Homrich,$22100.00,09/04/2015,No,5,42.395414,-83.03811,"6209 Domine
(42.395414, -83.03811)"
9351 Brockton,13011102.,Homrich,$10800.00,07/02/2015,No,3,42.398183,-83.041757,"9351 Brockton
(42.398183, -83.041757)"
5941 Huber,13005150.,Homrich,$12640.00,10/14/2015,No,3,42.397619,-83.041661,"5941 Huber
(42.397619, -83.041661)"
9441 Brockton,13011093.,Homrich,$11800.00,07/02/2015,No,3,42.398836,-83.041283,"9441 Brockton
(42.398836, -83.041283)"
6017 Comstock,13005213.,Homrich,$12300.00,07/14/2015,No,3,42.398394,-83.040993,"6017 Comstock
(42.398394, -83.040993)"
6020 Comstock,13005207.,Homrich,$12900.00,07/07/2015,No,3,42.39799,-83.040974,"6020 Comstock
(42.39799, -83.040974)"
6027 Comstock,13005215.,Homrich,$13800.00,07/06/2015,No,3,42.398398,-83.040771,"6027 Comstock
(42.398398, -83.040771)"
6105 Doremus,13005263.,Homrich,$11400.00,07/02/2015,No,3,42.399091,-83.040609,"6105 Doremus
(42.399091, -83.040609)"
6033 Comstock,13005216.,Homrich,$18100.00,07/06/2015,No,3,42.3984,-83.04066,"6033 Comstock
(42.3984, -83.04066)"
9607 Brockton,13011077.,Homrich,$21700.00,07/02/2015,No,3,42.399996,-83.040442,"9607 Brockton
(42.399996, -83.040442)"
6141 Norwalk,13005304.,Homrich,$13900.00,07/06/2015,No,3,42.39986,-83.040008,"6141 Norwalk
(42.39986, -83.040008)"
9665 Brockton,13011068.,Homrich,$14300.00,07/02/2015,No,3,42.400771,-83.039858,"9665 Brockton
(42.400771, -83.039858)"
6200 Edwin,13005333.,Homrich,$14100.00,08/31/2015,No,3,42.400184,-83.039784,"6200 Edwin
(42.400184, -83.039784)"
6204 Edwin,13005332.,Homrich,$15600.00,07/02/2015,No,3,42.400217,-83.039636,"6204 Edwin
(42.400217, -83.039636)"
6098 Comstock,13005194.,Homrich,$13400.00,07/06/2015,No,3,42.39802,-83.03953,"6098 Comstock
(42.39802, -83.03953)"
6179 Norwalk,13005310.,Homrich,$14200.00,07/06/2015,No,3,42.3999,-83.03929,"6179 Norwalk
(42.3999, -83.03929)"
6111 Comstock,13005229.,Homrich,$11800.00,07/02/2015,No,3,42.39843,-83.039217,"6111 Comstock
(42.39843, -83.039217)"
6128 Comstock,13005189.,Homrich,$16200.00,07/01/2015,No,3,42.398031,-83.038975,"6128 Comstock
(42.398031, -83.038975)"
6240 Edwin,13005326.,Homrich,$16000.00,07/06/2015,No,3,42.40023,-83.03897,"6240 Edwin
(42.40023, -83.03897)"
11686 Gable,13012259.,Homrich,$12100.00,12/08/2015,No,3,42.409803,-83.041214,"11686 Gable
(42.409803, -83.041214)"
11638 Dwyer,13011641.,Homrich,$16700.00,12/16/2015,No,3,42.409169,-83.040021,"11638 Dwyer
(42.409169, -83.040021)"
